KOTA,KATEGORI USAHA,TAHUN,JENIS KELAMIN,UMUR,PENDIDIKAN TERAKHIR,STATUS,JENIS LAPANGAN USAHA,KBLI,SERTIFIKASI,KLASIFIKASI USAHA,WILAYAH PEMASARAN UKM
MADIUN,PERDAGANGAN LPG,2010,LAKI-LAKI,59,S1/ LEBIH,UD,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4661.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
MADIUN,PRODUKSI CAMILAN KEDAWUNG,2011,PEREMPUAN,53,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1031.0,HALAL,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR KABUPATEN
MADIUN,MEMBUAT DESSERT,2019,PEREMPUAN,19,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MADIUN,MEMBUAT KONTEN,2021,LAKI-LAKI,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INFORMASI DAN KOMUNIKASI,6201.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,JUAL BELI ACTION FIGURE,2018,LAKI-LAKI,27,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4764.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,PHOTOGRAPHY,2016,LAKI-LAKI,27,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),JASA PERUSAHAAN,7420.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,PHOTOGRAPHY,2020,LAKI-LAKI,28,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),JASA PERUSAHAAN,7420.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MEMBUAT KERAJINAN HANDMADE DARI KULIT SAPI,2018,LAKI-LAKI,38,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1512.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MADIUN,PRODUKSI MADU DAN ALAT MAKAN DARI KAYU,2020,LAKI-LAKI,44,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,2229.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,KERAJINAN KAYU (WAYANG KAYU),2016,PEREMPUAN,39,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1629.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MADIUN,"PRODUKSI KAIN,TAS,DOMPET,CRAFT DARI BATIK DAN BORDIR",2012,PEREMPUAN,49,TAMAT SLTA,CV,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MADIUN,PRODUKSI SNACK KEDAWUNG,2011,PEREMPUAN,53,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1079.0,HALAL,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR KABUPATEN
MADIUN,MEMBUAT CREPES YG CRES DN KRIUK,2009,PEREMPUAN,43,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,PRODUKSI WAFEL KERING & ANEKA CAMILAN TRADISIONAL,2007,PEREMPUAN,47,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,"HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,MEMBUAT KETANG BERASA,2010,LAKI-LAKI,49,TAMAT D3,CV,INDUSTRI PENGOLAHAN,1079.0,NUTRITION FACT/ UJI PRODUK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
MADIUN,MEMBUAT NUGGET BUAH DAN SNACK KRIJANG,2020,PEREMPUAN,35,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR PROVINSI"
MADIUN,MEMBUAT OLAHAN COKELAT,2017,PEREMPUAN,38,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1073.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,MEMBUAT ECCOPRINT,2016,PEREMPUAN,43,TAMAT SLTA,IUMK,JASA PERUSAHAAN,7411.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MADIUN,BLUDER,2016,PEREMPUAN,44,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,HANDY CRAFT MEMBUAT BUQET BUNGA FLANEL,2014,PEREMPUAN,36,TAMAT SLTA,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4777.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MADIUN,"MEMBUAT WAYANG,TOPENG, DAN KUDA KEPANG,",2019,PEREMPUAN,30,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1512.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MEMBUAT KUE PASTRY,2019,PEREMPUAN,42,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MADIUN,"MEMBUAT SAMBEL CUMI, TONGKOL, TERI MEDAN, SAMBEL PECEL DLL",2020,PEREMPUAN,50,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,"KUE TRADISIONAL: WIDARAN, MADUMONGSO, BAGEA PECEL",2012,PEREMPUAN,47,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1079.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MEMBUAT KERAJINAN TAS GONI DAN BAHAN LAIN,2016,PEREMPUAN,36,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,MEMBUAT ABON LELE,2017,PEREMPUAN,57,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1021.0,"HALAL, MD/ BPOM",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,MEMBUAT KERIPIK KULIT LUMPIA,2018,PEREMPUAN,29,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,"MEMBUAT OLAHAN BUNGA TELANG, KERIPIK IKAN, DAN MINUMAN JAMU",2019,PEREMPUAN,31,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,PRODUSEN COKELAT,2017,PEREMPUAN,38,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1073.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,"KAIN BATIK,ECOPRINT DAN CRAFT",2012,PEREMPUAN,49,TAMAT SLTA,CV,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,KERUPUK SERMIER,2016,PEREMPUAN,40,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MEMBUAT BUKU EDUKASI 3D FLANEL,2015,PEREMPUAN,41,S1/ LEBIH,IUMK,INFORMASI DAN KOMUNIKASI,5811.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MADIUN,PRODUKSI SAMBEL PECEL,2016,LAKI-LAKI,33,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,"MEMBUAT ABON AYAM ,DAGING,TONGKOL",2015,PEREMPUAN,46,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1021.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,COKELAT,2017,PEREMPUAN,38,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1073.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,POT SABUT KELAPA,2020,PEREMPUAN,34,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),"PENGADAAN AIR, PENGELOLAAN SAMPAH DAN DAUR ULANG",,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,CATERING,2019,LAKI-LAKI,50,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5621.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR PROVINSI"
MADIUN,MEMBUAT POT SABUT KELAPA,2020,PEREMPUAN,39,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),"PENGADAAN AIR, PENGELOLAAN SAMPAH DAN DAUR ULANG",,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,SERVIS HANDPHONE & COMPUTER,2008,LAKI-LAKI,47,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,9511.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,AYAM BAKAR AYAM GORENG,2021,LAKI-LAKI,27,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,POTONG RAMBUT,2019,LAKI-LAKI,27,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,9611.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,TERNAK AYAM PETELUR,2020,LAKI-LAKI,28,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),"PERTANIAN, KEHUTANAN & PERIKANAN",146.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MEMBUAT RANGKA REPLIKA CB/HONDA XL/TRAIL VINTAGE,2021,LAKI-LAKI,27,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4540.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MADIUN,MEMBUAT KERUPUK BERAS/PULI,2021,PEREMPUAN,45,TAMAT SLTP,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,OBAT DAN PUPUK PERTANIAN,2013,LAKI-LAKI,41,TAMAT SLTA,CV,INDUSTRI PENGOLAHAN,2012.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,MEMBUAG ECOPRINT ALAM,2016,PEREMPUAN,43,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1811.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MADIUN,PRODUKSI SNACK RINGAN,2016,PEREMPUAN,40,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MADIUN,PRODUKSI MAKANAN RINGAN,2010,PEREMPUAN,52,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,PRODUKSI SNACK RINGAN,2017,PEREMPUAN,41,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,RAJUTAN,2014,PEREMPUAN,36,TAMAT SLTA,FIRMA,INDUSTRI PENGOLAHAN,1392.0,,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,LOKAL KABUPATEN
MADIUN,MAKANAN RINGAN,2017,PEREMPUAN,43,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,MAKANAN RINGAN,2019,PEREMPUAN,30,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MEMPRODUKSI BLUDER,2019,PEREMPUAN,44,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
MADIUN,SNACK,2019,PEREMPUAN,47,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,HAUDY CRAFT,2014,PEREMPUAN,36,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,3290.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MADIUN,ABIN IKAN LELE,2017,PEREMPUAN,57,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1021.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,ROTI BLUDER,2017,PEREMPUAN,0,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,"HIJAB , PRODUKSI SNACK",2013,PEREMPUAN,29,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1413.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MAKANAN RINGAN,2019,PEREMPUAN,51,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,PENGOLAHAN KUE,2017,PEREMPUAN,42,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,MAKANAN RINGAN,2021,PEREMPUAN,34,TAMAT D3,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,RAJUT DAN CRAFT,2015,PEREMPUAN,43,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,SNACK,2016,PEREMPUAN,52,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,SPREI,2019,PEREMPUAN,53,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1392.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,MAKANAN RINGAN,2018,PEREMPUAN,18,TAMAT SLTA,FIRMA,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
MADIUN,SAMBEL PECEL,2014,PEREMPUAN,52,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1079.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,PRODUKSI MAKANAN DAN MINUMAN,2006,PEREMPUAN,50,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,SNACK,2000,PEREMPUAN,47,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,SNACK,2015,PEREMPUAN,50,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,MAKANAN,2010,PEREMPUAN,35,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,KONSULTAN KONTRAKTOR,2015,LAKI-LAKI,26,TAMAT SLTA,PT,JASA PERUSAHAAN,7110.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,JILBAB,2019,PEREMPUAN,42,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MADIUN,PRODUKSI MINUMAN,2015,LAKI-LAKI,44,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1109.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
MADIUN,PRODUKSI SNACK,2017,PEREMPUAN,45,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,PRODUKSI MAKANAN,2018,PEREMPUAN,43,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MADIUN,TOKO ONLINE,2009,PEREMPUAN,41,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4761.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,PRODUKSI JASA LAUNDRY DAN TOKO ATK,2017,LAKI-LAKI,41,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,9620.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MADIUN,CATRING,2010,PEREMPUAN,34,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5621.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MAGETAN,KERAJINAN KULIT PYROGRAPHY,2019,LAKI-LAKI,38,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1629.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MAGETAN,BATIK,2016,PEREMPUAN,52,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MAGETAN,PRODUKSI PIE SUSU DAN ANEKA KUE,2017,PEREMPUAN,48,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MAGETAN,PENJAHIT BAJU,2020,PEREMPUAN,20,TAMAT D3,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,9529.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MAGETAN,PRODUKSI BATIK,2020,LAKI-LAKI,25,S1/ LEBIH,YAYASAN,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MAGETAN,BATIK,2002,PEREMPUAN,47,S1/ LEBIH,IUMK,AKTIVITAS JASA LAINNYA,,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
MAGETAN,MAKANAN DAN MINUMAN,2011,PEREMPUAN,51,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MAGETAN,MEMBUAT KRIPIK PARE DAN KRIPIK JAMUR,2017,PEREMPUAN,39,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MAGETAN,MEMBUAT ROLADE AYAM DAN DAGING,2018,PEREMPUAN,43,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1013.0,MD/ BPOM,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MAGETAN,KERIPIK SINGKONG,2017,LAKI-LAKI,36,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1031.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
MAGETAN,MEMBUAT SAMBEL PECEL,2012,PEREMPUAN,51,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1075.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MAGETAN,KRUPUK PULI,2016,LAKI-LAKI,54,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MAGETAN,PRODUKSI BATIK,2020,LAKI-LAKI,25,S1/ LEBIH,YAYASAN,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
MAGETAN,MEMBUAT KERIPIK JAMUR TIRAM,2008,LAKI-LAKI,50,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1031.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
MAGETAN,KOPI BUBUK,2018,PEREMPUAN,41,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1076.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MAGETAN,MEMBUAT KERIPIK TEMPE,2010,PEREMPUAN,39,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1031.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
MAGETAN,KERUPUK SERMIER,2017,PEREMPUAN,49,TAMAT SD,IUMK,INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MAGETAN,SUS 3ORIZ,2014,PEREMPUAN,46,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1071.0,"MERK, HALAL",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
MAGETAN,STIK DAUN KELOR,2017,PEREMPUAN,40,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
MAGETAN,PRODUKSI MEMENUHI PERMINTAAN PASAR,2015,PEREMPUAN,38,TAMAT SLTP,FIRMA,INDUSTRI PENGOLAHAN,1031.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, LUAR NEGERI (EKSPOR)"
MAGETAN,PRODUKSU KOPI MERK WINGKO,2018,LAKI-LAKI,38,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1076.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
MAGETAN,"PRODUKSI KERIPIK PARE, JAMUR, TEMPE",2017,PEREMPUAN,39,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1031.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
